feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
IGHMBP2	0.1614	0.1252	0.0411	0.1416	0.3904	0.0925	0.043	0.0467	0.0844	0.0549	0.4234	0.3435	0.1183	0.0411	0.0603	0.0413	0.0683	0.2453	0.0631	0.1528
IGKC	5.7101	4.9049	5.8364	5.0341	3.2879	7.4851	4.5096	6.3865	4.6519	5.959	4.193	4.6637	4.6402	6.792	4.8898	5.6288	5.8364	4.7572	5.8174	5.959
IGKV1-5	5.5682	5.4057	5.583	5.0603	3.1743	6.9545	5.457	5.8174	4.9837	5.8559	4.3196	5.7272	5.2338	6.8973	5.153	6.0741	6.9545	5.7101	5.457	5.2879
IGLL1	0.5853	0.3693	0.7243	1.4169	0.2333	2.8057	0.3184	0.83	0.397	0.7815	0.1232	0.4724	0.1754	1.3524	0.1443	0.8025	1.9202	0.6128	1.2303	1.2854
IGLV2-14	2.2286	1.5806	1.6594	2.0208	0.4708	4.0162	0.8919	2.1389	0.3501	3.1544	0.1259	1.2521	0.4228	3.161	0.2856	3.4597	3.8715	1.9474	2.5427	3.1676
IGSF1	0.0167	0.0412	0.0103	0.011	0.0268	0.0112	0.017	0.0132	0.0133	0.0126	0.0157	0.0321	0.0104	0.0148	0.0159	0.0252	0.0274	0.0255	0.0086	0.018
IGSF10	0.0136	0.0269	0.0452	0.3416	0.1338	0.0119	0.0127	0.0052	0.0116	0.0245	0.0182	0.0029	0.0148	0.182	0.0282	0.0058	0.0055	0.0344	0.0262	0.0518
IGSF11	2.1229	2.4352	2.5902	2.4314	2.5307	0.1434	1.1143	2.7035	2.5463	0.0886	0.0412	0.4733	1.8672	0.9766	2.4137	0.8509	0.5548	3.087	0.9602	2.4913
IGSF2	0.8673	2.1753	1.4307	0.8933	0.9621	1.2519	1.7797	0.7625	1.7592	1.1344	2.2423	0.7625	1.0795	0.8833	1.3859	0.972	0.4376	0.9014	1.284	0.8069
IGSF21	0.0821	0.686	0.4336	0.8763	0.045	0.0213	0.8774	0.648	0.8438	0.8338	0.266	0.6052	0.1128	0.4157	0.2058	0.5916	0.0296	0.023	2.3095	0.3711
IGSF3	1.8305	1.9095	1.6352	1.2681	2.6456	0.184	1.3965	0.9239	2.5342	0.8884	2.4685	1.7109	1.0944	0.4	1.7887	1.5996	0.2255	0.9265	2.2713	1.3877
IGSF5	0.2998	0.2601	0.4566	0.3026	0.5555	0.3484	0.9783	0.5749	0.6417	0.356	0.2839	0.283	0.3786	0.7496	0.3224	0.656	0.3964	0.3072	0.4227	0.1874
IGSF6	6.1241	7.2227	5.017	4.5096	3.774	5.3688	4.5566	4.6003	4.5673	5.8959	6.0035	4.2743	7.0151	4.2905	5.381	3.9825	5.5682	5.1242	4.7704	5.8174
IGSF8	1.0346	1.0705	1.5795	1.0947	1.3526	1.5558	0.5081	0.5505	0.6813	0.9236	0.8914	1.7518	1.3212	0.7277	0.842	2.0319	0.927	2.0099	0.563	1.0332
IGSF9	2.9809	3.2685	3.3061	1.3199	2.4527	1.1861	0.1869	2.4639	2.1938	2.89	2.1636	1.2464	2.4391	1.5085	3.0579	3.5205	0.2335	0.572	2.9909	1.8166
IHH	0.8463	0.6377	0.6995	2.2626	1.1126	2.7332	0.7648	0.8276	1.2371	0.4981	0.8759	0.4367	2.2849	0.6293	0.6937	2.0149	5.5392	0.5902	0.8021	0.5749
IHPK1	0.7617	0.6147	0.5747	0.3688	0.7981	0.9123	0.8975	0.6147	1.3364	1.7411	0.4306	0.3944	0.829	1.2236	0.4215	0.7562	1.0651	0.2372	0.4065	1.0787
IHPK2	0.1866	0.2036	0.1603	0.4058	0.4269	0.3342	0.4315	0.1883	0.2391	0.4759	0.4167	0.5638	0.1597	0.2881	0.4727	0.258	1.0723	0.2451	0.1945	0.3123
IHPK3	0.5576	1.3861	0.9805	3.8528	1.7505	2.2966	1.5697	1.3832	1.8919	1.7569	1.997	1.2546	1.4499	1.5857	0.7046	1.7622	1.1497	0.8672	0.8996	1.1065
IK	0.4014	0.1542	0.211	0.4604	0.6857	0.6062	0.4104	0.111	0.4917	0.2069	0.3327	0.3431	0.3108	0.1571	0.2946	0.4855	0.0995	1.0137	0.3821	0.1856
IKBKAP	0.1623	0.1561	0.3938	0.0911	0.097	0.0599	0.0371	0.0267	0.0515	0.1047	0.0792	0.1367	0.0805	0.0744	0.2668	0.03	0.118	0.3472	0.3547	0.1137
IKBKB	0.4226	0.9283	0.3461	1.1072	1.9652	0.8218	0.6655	0.405	0.5802	0.2947	2.3743	0.3307	0.3553	0.8328	0.8107	0.7319	0.4368	0.6575	0.6994	0.7637
IKBKE	1.0005	3.0089	0.5234	0.1097	2.0158	0.4289	0.3145	0.4274	0.7907	0.7565	1.7767	1.4218	1.4029	0.3637	0.4304	0.2788	0.4718	0.5944	0.5897	0.2892
IKBKG	0.4038	0.3246	0.2034	0.1735	0.633	0.5041	0.1667	0.1183	0.6417	0.3737	0.5915	1.1391	0.1247	0.2451	0.2402	0.346	0.1598	0.6797	0.097	0.2144
IKIP	0.0768	0.159	0.3477	0.0811	0.0645	0.1408	0.9777	0.2424	0.3307	0.3342	0.4104	0.8642	0.2982	0.2002	0.1705	0.9542	0.187	0.237	0.19	0.2561
IKZF1	0.4847	0.3213	0.2234	0.191	0.0258	1.6169	0.0924	0.0516	0.0562	0.1794	0.0847	0.0358	0.1608	0.0609	0.0481	0.0714	0.3267	0.0677	0.1523	0.0783
IKZF2	0.917	0.3293	0.3992	2.0049	0.6183	1.2466	0.6227	2.129	0.1919	0.7994	1.5833	0.0933	0.9762	1.1597	0.5526	0.0806	0.3249	1.8002	0.7634	0.5291
IKZF3	2.3816	2.0272	1.6439	1.7887	1.233	1.7883	0.4084	1.8904	0.076	1.3776	0.8117	0.9221	1.3373	1.002	1.0075	0.2938	1.4539	0.8294	2.7281	1.6515
IKZF4	0.5004	0.9425	0.6444	1.0272	1.188	1.1171	0.389	0.4529	0.6188	0.8871	0.8266	0.6068	0.8184	0.3352	0.6545	0.534	0.4319	0.5772	1.1719	0.5893
IKZF5	0.4601	1.1285	0.6165	1.356	0.5806	0.3222	0.5818	1.1207	0.2505	0.7453	1.0979	0.7905	1.2623	0.773	0.7407	0.2354	2.8436	1.5547	0.8225	0.7555
IL10	1.7256	2.4632	1.3913	1.6845	1.2132	1.1462	1.9725	2.0091	1.3881	2.1024	2.4385	2.5571	2.5042	1.7707	2.2234	1.7253	1.7793	1.4974	1.4441	2.0883
IL10RA	2.5783	2.6122	1.479	2.0401	0.9554	2.7901	2.1908	1.3897	1.6503	2.1404	1.8841	0.8459	2.2014	1.4415	0.8673	1.336	2.6076	1.5811	2.2872	1.8156
IL10RB	0.6689	1.0892	1.7816	0.3778	1.4551	0.7654	1.77	1.6921	2.4378	1.3292	1.3463	0.3075	1.7573	2.0397	1.7586	1.655	0.4344	1.1805	0.8193	1.4733
IL11	0.0347	0.0434	0.264	0.0533	0.0981	0.1679	0.4504	0.2483	0.2568	0.0771	0.2045	1.7183	0.3016	0.0378	0.6435	1.9329	0.1032	0.0618	0.1339	0.0654
IL11RA	0.1439	1.0718	0.2977	1.3949	0.7249	0.4706	0.6764	0.2645	1.2135	0.1451	0.2249	0.3541	0.2592	1.4227	0.4049	1.4879	0.8357	0.1487	0.4379	0.4544
IL12A	1.1806	0.6045	0.7532	0.8032	0.5	1.5465	0.5894	0.9258	0.245	1.6821	1.3995	0.3649	1.3803	2.4738	1.5494	0.5723	0.5823	2.2297	2.5307	1.786
IL12B	1.5308	1.4295	1.1169	0.8083	0.8779	1.5494	0.0387	0.9816	1.8775	0.6452	0.8464	0.369	1.5754	0.5427	0.8744	0.6197	0.4755	0.7167	1.3134	1.247
IL12RB1	1.7518	2.1361	1.365	0.7841	0.9683	2.121	1.4583	1.0581	1.3866	1.8114	1.3712	1.1356	1.2747	1.3199	0.6083	1.7243	1.8019	1.35	1.2336	1.2574
IL12RB2	1.9419	3.4212	1.2813	3.7691	3.2864	2.9897	4.3239	4.3986	0.5254	3.5035	4.1709	3.9412	2.9104	2.4423	2.9644	3.3825	1.5789	4.1893	3.3841	1.4518
IL13	0.8494	0.9183	0.7491	0.6493	0.3672	0.7226	0.7926	0.8918	1.3094	0.6188	0.9372	0.5215	0.7754	1.3386	0.6932	1.2844	1.3009	0.7392	1.3911	0.851
IL13RA1	1.287	1.7714	0.941	1.2911	2.1943	1.1075	1.9084	0.5825	1.0348	1.2757	2.2116	2.0418	1.9415	1.3136	1.2109	1.3956	0.1633	1.0346	0.8545	0.8503
IL13RA2	0.1093	2.9709	5.7987	2.7068	5.153	3.6392	3.0723	1.283	1.9024	1.8819	5.431	2.7229	2.0366	0.2355	1.5491	1.5399	0.3765	0.584	1.9592	2.8002
IL15	2.1878	3.53	2.3865	2.023	1.7833	2.7102	3.3974	1.3674	2.1428	2.7568	1.2228	2.7051	2.4685	1.0131	1.9585	2.3429	2.7195	1.6523	2.4606	1.7877
IL15RA	1.429	3.0711	0.998	2.2111	1.3819	3.1544	2.6803	2.1567	0.6946	2.5754	1.7944	1.2322	2.3347	2.7187	1.0017	3.3451	1.966	1.8808	2.3016	1.9133
IL16	1.2763	1.2771	1.2987	1.6644	0.1885	2.1553	0.8684	0.4739	0.23	1.2077	0.6747	0.7377	1.2826	0.4111	0.2985	1.228	1.6936	0.451	1.7275	0.7797
IL17A	0.9885	0.7209	0.6711	0.563	0.7223	0.6489	0.6479	0.7011	1.1018	0.6394	1.2803	0.6404	0.7208	0.879	1.3633	0.6777	1.2402	0.9862	0.7648	0.8425
IL17B	0.0431	0.796	0.4437	1.1792	0.1616	0.2952	0.6417	0.445	0.2754	0.2083	0.073	1.0567	0.1301	0.0997	0.0938	0.6616	0.5507	0.2655	0.0974	0.068
IL17C	1.3024	1.0177	0.8036	1.0638	0.8037	1.0111	1.3963	1.1935	0.9642	0.748	0.7414	0.5074	0.6889	1.253	0.4872	1.4559	1.6303	0.7206	0.507	1.0437
IL17D	0.2982	0.0097	1.5324	0.7826	0.0297	0.0933	0.1132	0.0458	0.9982	1.0376	0.074	0.1058	0.6862	0.0978	0.4773	1.256	0.958	0.021	1.4702	0.2844
IL17F	1.5811	1.3482	1.5976	0.8973	1.4847	0.9529	0.9176	1.9164	1.5646	1.9565	0.8387	1.3781	1.3191	2.2034	1.0185	0.7838	2.0878	1.7218	1.542	1.4607
IL17RA	1.8163	2.0833	2.7819	2.2276	2.4906	2.224	0.9673	0.9363	1.7341	1.8204	2.0761	2.1803	1.255	0.9825	1.0875	0.5925	1.0937	2.0615	2.3671	0.5918
IL17RB	0.0141	0.1032	0.0233	0.0251	0.0206	0.017	0.0328	0.2704	0.0205	0.0243	0.0289	0.0148	0.0497	0.0204	0.019	0.0231	2.0028	0.0173	0.0138	0.0086
IL17RC	0.4456	0.6112	0.4016	0.3609	0.6245	1.4304	0.2626	0.2658	0.6787	0.3396	0.2871	0.4675	0.3059	0.7953	0.2389	0.3397	0.7504	0.1975	0.152	0.7795
IL17RD	0.2083	2.585	0.0403	0.0282	0.473	0.0432	0.0505	0.109	0.0544	0.0365	0.3442	0.0498	0.0809	0.1551	0.1206	0.0135	0.0347	0.2362	0.1654	0.079
IL17RE	0.3564	0.5863	0.6604	0.5509	0.6192	1.3821	0.7403	0.8086	1.0207	1.1647	0.5856	1.0124	1.0359	1.3774	0.8674	0.804	1.4629	0.7174	0.7465	1.4351
IL18	1.9773	3.2323	0.7933	1.5681	2.3388	2.8076	3.663	3.8139	1.3677	2.3458	3.757	3.2015	3.3107	2.3237	4.1247	2.2131	3.1919	2.1504	2.613	2.7051
IL18BP	2.3719	2.5258	1.6653	2.3938	1.2092	2.7938	1.6212	1.7638	1.8008	2.7675	1.7645	1.0488	2.2116	2.1868	1.3879	2.1558	3.2954	2.3376	2.6705	2.0951
IL18R1	3.0968	2.9145	2.3209	3.674	2.2497	2.6378	2.2126	2.0708	1.6326	2.3534	3.1387	1.7065	2.7533	0.7964	2.1461	1.2495	1.6127	2.9601	3.1131	2.9063
IL18RAP	4.4894	3.9795	3.4778	4.9279	3.0366	5.0428	3.8063	3.2789	2.1196	4.5407	5.525	3.2323	4.6003	3.7838	3.2864	2.9611	5.7987	4.4453	3.7667	4.3895
IL19	0.8446	0.7661	2.4879	0.6538	0.6133	0.9349	1.8804	1.86	1.5544	1.2931	1.6161	2.7729	1.7316	4.9594	1.4307	0.9816	0.7063	0.7432	1.353	1.1361
IL1A	2.2009	3.3693	1.8859	3.001	1.5012	0.0625	5.3103	3.8608	2.4488	2.0141	4.9919	6.0988	4.2042	2.5125	1.7635	5.1056	0.0581	0.1306	2.2402	3.2452
IL1B	2.7792	4.6344	2.9699	2.8076	2.1592	1.2171	4.7507	4.0069	1.8904	2.8359	4.4745	4.4598	3.7912	2.4365	2.8245	4.6519	2.7657	1.9221	4.3281	2.286
IL1F10	2.2877	1.5819	1.2246	0.8865	1.868	1.6048	2.8048	1.7917	1.9855	2.425	1.6366	1.4969	1.7707	2.1271	1.4729	2.7498	1.9725	1.383	2.2193	3.0261
IL1F5	3.0687	2.6331	2.1878	1.3972	4.2987	0.5136	4.7443	2.3376	1.6352	3.3808	3.9646	4.6578	3.9856	1.9001	3.5262	2.6015	1.1649	3.4403	4.9514	5.2027
IL1F6	0.7923	0.6441	0.6119	0.8859	0.9542	0.6951	2.992	0.5187	1.0898	0.5508	1.4795	0.8316	1.864	1.2109	0.6473	1.2143	0.2929	0.5799	0.7831	1.5172
IL1F7	2.8494	0.3544	0.3955	0.3995	1.0061	1.1723	1.8971	1.7424	1.4077	0.5782	0.7609	0.6491	0.5574	2.4501	0.3637	1.4309	2.6261	0.4263	1.2521	1.2098
IL1F8	1.4658	0.7965	0.3108	0.5961	1.1643	1.3003	1.9545	1.4956	0.5508	1.1254	0.9392	2.4586	1.6791	0.588	1.476	0.884	1.3696	0.6804	2.8809	1.7193
IL1F9	5.8364	3.6521	3.4264	0.9111	4.2543	1.6878	7.1486	5.1926	3.3325	3.9886	5.8959	6.7432	6.2323	1.7537	3.8501	3.8796	1.0762	4.2905	5.5536	6.2613
IL1R1	2.5828	2.5286	1.7367	3.3958	3.4025	2.6844	3.4741	3.1322	2.6689	3.3356	4.7001	2.9218	3.1544	2.5783	3.251	4.0872	3.1636	2.833	2.8819	3.6265
IL1R2	2.9557	7.0151	2.7246	4.8041	4.2232	3.3184	2.7983	3.2395	2.0221	2.8749	4.4124	4.9201	3.3742	1.062	3.6097	3.9795	3.9326	3.4212	5.6445	4.4264
IL1RAP	0.6692	2.9135	2.002	3.2112	3.001	0.315	2.7358	2.2972	0.5221	1.9279	3.8475	3.9736	2.781	2.2844	2.1187	0.734	0.7549	4.1075	2.6091	3.1583
IL1RAPL1	0.0831	0.0885	0.1666	0.2199	0.1586	0.0784	0.1812	0.305	0.2141	0.2342	0.0873	0.1255	0.1045	0.2238	0.0539	0.0729	0.4194	0.2097	0.1188	0.0454
IL1RAPL2	3.5224	0.7248	1.806	1.6869	0.7553	0.9155	1.0128	0.931	1.2409	1.9937	1.2479	1.0623	0.4242	1.5213	0.8313	0.9303	0.7536	0.869	0.8892	1.7466
IL1RL1	1.3439	0.5191	1.0025	3.7403	2.2524	1.4389	1.1171	1.7062	0.3757	1.296	3.1783	4.875	1.8539	0.9227	1.8056	2.5571	1.1472	0.659	1.3478	2.9493
IL1RL2	0.7934	0.8097	1.023	1.3465	1.655	0.9068	1.5563	1.0263	0.564	1.1347	1.7981	1.0862	1.4253	2.2647	1.5732	0.9162	0.8904	2.2245	1.0313	1.5915
IL1RN	3.0906	4.7125	2.0332	2.4156	2.8572	2.0779	5.0086	4.5198	3.1335	2.9786	4.354	3.6056	3.5533	2.0811	3.2295	2.56	2.5865	3.6435	4.0131	3.1043
IL2	1.6465	1.4181	1.3328	0.8394	1.9035	1.4038	1.5555	0.8794	0.1951	1.0565	1.0812	0.5921	1.6392	1.2068	1.3271	0.8505	1.2895	0.6541	0.4123	1.0781
IL20	0.0762	0.0986	0.0624	0.2039	0.0928	0.1751	0.7589	0.1424	0.2595	0.316	0.3704	2.5702	0.1447	0.4581	0.0809	0.5008	0.4661	0.1118	0.1361	0.0777
IL20RA	3.6015	4.0973	4.1317	4.4944	3.9441	3.1361	3.2985	4.208	4.1529	5.3569	4.7905	1.7521	3.8475	3.7691	4.525	4.4794	0.765	4.9837	3.9184	3.1663
IL20RB	0.1356	0.8046	1.7724	2.4625	4.0479	2.7928	5.0341	5.2659	0.1232	2.7463	3.7193	4.5096	2.9461	1.4716	3.3564	4.9594	0.808	5.2338	3.5205	2.2658
IL21	1.1847	0.9871	1.0633	0.7241	1.2374	1.2503	1.5103	0.66	0.1942	1.063	0.6537	0.8967	1.3681	0.4239	0.7829	0.5902	1.6854	0.998	1.2731	1.3981
IL21R	1.8882	2.9525	1.8323	0.3446	0.1815	2.7358	1.2705	0.5108	0.6805	2.1699	0.5624	0.3381	1.7635	1.6169	0.1324	1.258	3.2196	0.3848	2.2756	1.313
IL22	0.5763	0.4056	0.9814	0.4795	1.4544	0.2781	0.3579	0.841	0.7951	0.849	0.6588	0.6213	0.4948	0.6521	0.9648	0.0882	0.5998	0.4618	1.2398	2.0366
IL22RA1	2.2583	0.247	0.9784	0.2712	1.3117	0.7604	0.5783	0.907	2.3822	0.9132	0.6805	0.5474	1.0526	0.5085	1.1154	0.4758	0.6215	0.7917	1.7563	0.6986
IL22RA2	2.2713	6.4555	3.9128	2.3163	1.1763	3.2759	2.4751	1.3498	2.763	3.4741	4.0447	2.2551	3.5186	2.5578	2.9504	2.5035	2.3629	1.9423	2.7507	3.7962
IL23A	2.7489	3.0906	0.3094	1.1674	3.2323	1.6506	1.2599	1.4924	2.1011	0.1178	0.7977	1.4824	2.1621	0.4959	1.4924	2.9197	0.324	0.1607	1.8915	1.5792
IL23R	0.0235	0.13	0.0514	0.052	0.1864	0.1037	0.2706	0.2393	0.0263	0.0494	0.1127	0.1432	0.1081	0.113	0.0371	0.4491	0.3134	0.1066	0.1339	0.0652
IL24	1.1577	0.9838	1.0781	1.8173	0.5979	1.2242	1.1885	1.1102	0.6264	1.9896	1.2409	4.1893	1.4387	0.5436	0.5865	1.2313	0.8461	0.6969	0.8649	2.5513
IL25	2.3458	0.5283	1.051	1.4954	0.7951	1.1063	1.4592	0.3312	2.5521	1.1611	0.5406	1.1745	1.6979	3.5017	3.5851	2.2386	0.6441	1.0191	2.8849	1.4264
IL26	0.7203	0.992	0.9967	0.348	1.233	1.4123	1.5539	0.981	1.5863	0.7319	1.1591	0.657	0.7741	1.5146	1.4797	2.6393	2.3005	0.7141	1.1367	1.6404
IL27	0.0403	0.0578	0.2173	0.2417	0.113	0.7517	0.3808	0.1802	2.9312	0.54	0.0858	1.1785	0.1169	0.9188	0.1175	0.9939	0.1978	2.9942	2.7542	0.8869
IL27RA	0.3956	0.9395	0.45	0.9282	1.7158	1.8039	0.2199	0.1201	0.1018	0.2094	0.2146	0.8426	1.3681	0.2647	0.0406	0.6122	0.8189	0.949	1.3047	0.2753
IL28A	0.8211	1.3657	0.9316	0.9258	0.9985	2.1131	1.5156	1.12	1.2781	1.1935	0.8727	0.7282	1.9164	1.0158	0.7598	1.1257	1.7335	0.8744	0.8426	1.7146
IL28B	0.7946	0.8194	0.3313	0.6677	0.9828	0.5485	1.4422	0.6286	0.743	0.3506	0.5871	0.6776	0.8255	1.0326	0.5678	0.5307	0.4902	0.46	0.9932	0.846
IL28RA	2.3067	1.0066	1.4896	0.9986	1.6046	1.4349	2.4181	2.1043	1.8022	0.7435	1.5616	0.8686	1.3254	1.0058	0.6755	0.3556	0.738	2.1423	1.8032	1.3661
IL29	0.7427	0.5714	0.4214	0.5753	0.9846	0.5174	0.9898	1.6183	1.2925	0.6313	0.6323	0.5189	1.1924	0.9504	0.4305	1.4211	0.872	0.4412	0.687	0.549
IL2RA	4.8389	5.6605	3.8501	3.4509	3.837	3.7332	3.6964	4.0576	3.947	4.8532	4.4844	3.2423	4.1565	3.3693	3.4059	3.8851	3.6696	3.5771	4.7125	4.8824
IL2RB	2.7393	2.8562	2.3683	2.6378	0.9377	3.2879	2.1084	2.2685	0.8322	3.0261	2.1452	1.6018	2.7085	1.6317	1.2353	1.5819	3.1946	2.2658	2.9145	1.6269
IL2RG	1.0078	2.4187	1.037	1.0698	1.586	3.2084	0.6975	0.6183	0.6345	1.2979	1.2458	0.2834	1.3922	0.6895	0.1842	0.8146	2.0281	0.7706	1.4384	0.6426
IL3	0.5315	0.541	0.7804	0.5577	1.4015	0.6404	1.043	1.4612	1.8094	0.7695	0.8571	0.6605	0.5734	1.6698	0.9096	1.6779	1.0517	1.1777	0.897	0.454
IL31	0.9483	0.6239	0.81	0.5409	0.2864	0.4466	1.8848	0.8298	NaN	0.4689	2.1665	1.4631	1.0052	0.9197	0.6537	2.2418	1.425	0.6775	2.523	1.3981
IL31RA	0.3819	0.4239	0.6653	0.2969	1.2977	0.3939	0.6127	0.5128	0.269	0.5578	0.5054	1.3754	1.7988	0.6023	1.7019	0.6767	0.428	0.7443	1.4049	0.7306
IL32	1.3872	3.0531	0.7524	1.4288	0.3755	2.9831	1.3375	0.9266	0.4723	1.6192	0.9475	1.1911	1.3134	1.2562	0.2019	2.0401	3.6118	0.796	2.0154	0.6833
IL33	3.947	0.8344	4.1041	5.3688	3.2057	4.4894	4.4311	3.6265	3.4161	4.4264	6.0265	4.6172	5.9375	3.131	4.3324	3.411	2.9439	3.7789	3.3564	4.5302
IL4	0.0869	0.1303	0.2631	0.0776	0.1494	0.1222	0.1865	0.5027	0.2001	0.2197	0.1014	0.1204	0.0625	0.4427	0.2209	0.2982	0.4653	0.166	0.2871	0.1154
IL4I1	3.6181	4.3941	3.4741	2.6786	3.5533	4.1967	3.8164	3.5148	3.9099	4.2117	3.1649	3.0366	3.4943	4.4124	3.0603	3.9298	5.2444	3.7239	4.3112	3.5872
IL4R	0.3301	1.6286	0.307	1.9031	0.433	2.0544	1.3584	1.36	0.2018	0.4739	1.9054	2.982	1.6553	0.2246	0.3512	1.5202	0.6573	1.2596	0.6913	0.303
IL5	0.4946	0.7036	1.0546	0.5366	0.3278	0.8649	0.9367	0.5915	0.7553	0.6086	0.5154	0.4994	0.7118	1.2342	0.7414	0.7147	1.3444	1.7059	0.7734	0.4815
IL5RA	0.5907	0.8395	0.6033	0.8662	0.8094	1.5849	0.8636	0.8364	0.7414	0.6962	0.6805	0.9781	0.6767	0.43	0.6591	0.9904	0.5388	0.8704	1.1446	0.9018
IL6	3.131	2.2044	4.1709	3.947	2.8113	1.6782	3.6223	1.8382	1.9916	4.4994	2.555	4.4032	3.5671	5.583	2.7212	3.9326	1.7981	0.304	2.9655	2.8188
IL6R	0.9979	1.8019	1.0196	2.4346	2.8523	2.7515	1.4877	0.3004	0.7324	2.225	1.785	1.8911	2.274	2.4018	0.4782	0.3029	2.2455	1.893	1.3965	0.8614
IL6ST	0.398	0.3394	0.1612	1.8214	0.1585	0.6699	0.014	0.1122	0.044	0.1327	0.2076	0.1651	0.1954	0.159	0.13	0.024	0.2145	1.2145	0.2681	0.2284
IL7	1.8734	3.5933	2.8819	2.3005	1.6875	2.5321	3.2924	2.2323	2.8455	2.6576	2.5084	1.5841	2.7298	1.5324	2.4501	3.3325	0.9532	2.0074	2.4953	2.4778
IL7R	3.0663	4.846	3.1919	4.1247	0.4843	3.7764	2.5798	2.4352	1.0432	4.1709	2.4579	4.3281	3.0354	2.4798	2.3061	3.1233	2.6222	1.5098	2.6362	3.2224
IL8	0.0266	3.0931	0.262	3.3184	2.6705	0.3379	4.2155	3.8037	0.1762	2.3528	4.0162	2.555	2.4818	2.7367	2.0065	2.9042	1.2977	3.0845	2.3226	2.1006
IL8RA	1.8132	2.7756	2.1389	3.6435	1.9883	1.4612	1.3877	1.7576	1.6497	1.6471	4.307	3.6392	2.2756	1.6212	1.8358	1.8309	1.6289	2.1606	1.2862	2.0775
IL8RB	2.5732	3.2112	2.4838	3.5243	3.2495	1.9636	2.2805	2.9397	2.0829	1.8826	4.2232	2.4553	3.1743	2.1418	2.2977	2.6456	1.1036	2.3653	1.8351	2.6827
IL9	0.6352	0.7498	0.5714	0.4839	1.0887	0.4221	2.7384	0.6824	0.6053	0.769	0.5239	0.623	0.5765	1.2675	1.551	1.0784	1.3679	0.7867	1.085	0.7181
ILDR1	0.2587	0.1085	0.0606	0.389	0.0975	0.959	0.0147	0.0411	0.0304	0.0254	0.0619	0.1039	0.0325	0.0463	0.0596	0.0267	0.0627	0.0778	0.0731	0.0474
ILF2	0.8016	1.1849	0.4746	0.6186	0.4446	0.2654	0.2667	0.7472	1.8482	0.5523	0.4579	0.2956	0.5197	0.349	0.4657	0.5995	0.283	0.2529	0.3959	0.7048
ILF3	0.3451	0.2974	0.2786	0.2151	0.2583	0.2317	0.0909	0.3103	0.3523	0.1373	0.2526	0.3623	0.0822	0.0525	0.1455	0.1354	0.1674	0.4097	0.2794	0.2253
ILK	0.2067	0.7319	0.1768	0.9215	0.1321	1.0852	0.7601	0.3811	0.3285	0.2574	0.8588	1.9493	0.4445	0.4689	0.2854	1.1314	0.7239	0.2149	0.3916	0.5688
ILKAP	0.6714	0.5316	0.8684	0.7493	0.5785	0.199	1.1661	1.2305	1.3703	1.6474	0.9822	0.1638	0.685	0.7924	0.7692	0.3909	2.2116	0.7229	1.0707	0.6217
ILVBL	0.1192	0.0866	0.2027	0.0669	0.2222	0.2019	0.196	0.1619	0.1246	0.0821	0.1669	0.2869	0.1473	1.1412	0.1902	0.0729	0.7394	0.2141	0.1035	0.3256
IMAA	0.0514	0.0465	0.0174	0.0407	0.0156	0.3775	0.0072	0.0076	0.0186	0.0115	0.0213	0.015	0.0211	0.0116	0.0236	0.0477	0.0183	0.037	0.0345	0.0204
IMMP1L	1.3879	0.8967	0.9058	0.9289	0.7931	0.792	1.3526	2.0405	1.0967	1.2777	1.3163	1.2919	1.2096	1.061	1.7237	0.5708	2.0154	0.9181	0.8343	1.0312
IMMP2L	0.3155	0.8923	0.1559	0.456	0.1478	0.0435	0.4085	1.323	0.4975	0.3275	0.2898	0.2505	0.4461	0.6304	1.1745	1.2975	0.3141	0.1052	0.1938	0.075
IMMT	0.7102	0.3789	0.9141	0.2555	0.568	0.1304	0.2901	0.1865	0.228	0.4659	0.2187	0.5243	0.2519	0.3066	0.4191	0.8584	0.17	0.2354	0.5188	0.461
IMP3	1.0809	0.6603	1.4109	0.9847	0.8011	0.4728	0.7912	1.4011	1.535	0.4931	0.6863	1.6806	0.6479	0.8184	1.1847	0.5114	0.538	0.3673	1.0734	0.8547
IMP4	0.9296	0.6524	0.5891	0.7678	0.6159	0.7656	0.5216	1.3026	1.0165	1.2763	0.6308	0.7729	0.8547	1.1814	0.7989	0.674	0.2789	1.1029	0.6658	1.4429
IMP5	0.9022	0.8794	0.667	0.4547	1.2334	0.6713	0.9002	0.5721	0.9864	1.2862	0.5651	0.6613	0.4177	0.79	0.6258	0.4741	0.4965	0.4987	0.5677	1.0427
IMPA1	0.1645	0.3157	0.2159	0.2904	0.5346	0.1102	1.3115	0.7064	0.241	1.1226	1.2562	0.2906	1.1972	0.5504	0.753	0.8221	1.589	0.7709	0.3838	0.7703
IMPA2	1.7259	1.737	2.2827	0.9954	2.0091	0.2883	0.7735	1.3556	2.8188	1.5386	1.4038	3.0981	2.3499	2.3987	1.8658	0.6232	0.9382	0.5081	0.9528	0.9716
